dataset,method,metric,value,z_score,severity,likely_cause,action
GSE272457_new,scCCVGBen_GAT,CAL,17053.69768090035,3.7059400057021032,medium,extreme-z,rerun
GSE115571_LPSMmDev,DIP,K_max_umap,491.0,3.712275370525306,medium,extreme-z,rerun
GSE115571_LPSMmDev,scCCVGBen_SG,DAV,1.3065240342612945,3.718272795882775,medium,extreme-z,rerun
GSE164378_new,scCCVGBen_SAGE,CAL,11129.260493614502,3.7227710833641074,medium,extreme-z,rerun
GSE154778_new,scCCVGBen_Transformer,trajectory_directionality_intrin,0.9335609521568348,3.733532179758406,medium,extreme-z,rerun
GSE198730_aPSM_scATAC_rep1_filtered_peak_bc_matrix,LSI,overall_quality_intrin,0.6997991272185922,3.7426076008508433,medium,extreme-z,rerun
GSE273423_new,scCCVGBen_GATv2,K_max_tsne,400.0,3.7464500163792707,medium,extreme-z,rerun
GSE115571_LPSMmDev,scCCVGBen_Transformer,K_max_tsne,572.0,3.7562158453306673,medium,extreme-z,rerun
GSE115571_LPSMmDev,scCCVGBen_TAG,K_max_umap,537.0,3.7602106478702355,medium,extreme-z,rerun
GSE164378_new,scCCVGBen_SSG,CAL,12691.563042061172,3.7664559797335393,medium,extreme-z,rerun
GSE208074_new,scCCVGBen_Cheb,noise_resilience_intrin,1.0,3.7681721379035036,medium,extreme-z,rerun
GSE130430_new,scCCVGBen_SAGE,DAV,1.47049256552968,3.7708927996769597,medium,extreme-z,rerun
GSE115571_LPSMmDev,scCCVGBen_Transformer,K_max_umap,538.0,3.771577402576294,medium,extreme-z,rerun
GSE283554_new,scCCVGBen_EdgeConv,CAL,19733.600911044578,3.7925680049058816,medium,extreme-z,rerun
GSE208074_new,scCCVGBen_GCN,CAL,11356.65387704959,3.7955528096054847,medium,extreme-z,rerun
GSM5769461_Day5_DTR_U_filtered_peak_bc_matrix,PoissonVI,K_max_umap,612.0,3.811616450759244,medium,extreme-z,rerun
GSE283554_new,scCCVGBen_GAT,CAL,17399.76866277073,3.8127563302973733,medium,extreme-z,rerun
setty,ICA,noise_resilience_intrin,0.0250020682811737,3.8194627501863807,medium,extreme-z,rerun
GSE154778_new,scCCVGBen_GAT,trajectory_directionality_intrin,0.8795930113890325,3.8290612079259816,medium,extreme-z,rerun
GSE273423_new,scCCVGBen_SuperGAT,K_max_umap,397.0,3.8298246583212925,medium,extreme-z,rerun
lung,DICL,participation_ratio_intrin,0.7101047764281185,3.8650913451066824,medium,extreme-z,rerun
GSE115571_LPSMmDev,scCCVGBen_GAT,DAV,1.5293315795231694,3.868394376556435,medium,extreme-z,rerun
GSE115571_LPSMmDev,scCCVGBen_GCN,DAV,1.5765942279797838,3.869297175718067,medium,extreme-z,rerun
GSE115571_LPSMmDev,scVI,K_max_umap,577.0,3.878131008119469,medium,extreme-z,rerun
GSE130646_muscleHm,scCCVGBen_SuperGAT,CAL,18070.436346116858,3.887927578112341,medium,extreme-z,rerun
GSE115571_LPSMmDev,FA,CAL,1986.2188300464704,3.888002316799097,medium,extreme-z,rerun
setty,ICA,trajectory_directionality_intrin,0.100013090330698,3.8881217140899946,medium,extreme-z,rerun
setty,ICA,spectral_decay_rate_intrin,0.3400073453902917,3.893179846524305,medium,extreme-z,rerun
GSE115571_LPSMmDev,scVI,overall_quality_intrin,0.2413376826831454,3.9038805226993674,medium,extreme-z,rerun
GSE115571_LPSMmDev,scCCVGBen_SSG,K_max_umap,493.0,3.9174549666248777,medium,extreme-z,rerun
GSE163558_new,scCCVGBen_TAG,K_max_tsne,589.0,3.9405221479522496,medium,extreme-z,rerun
GSM7308367_Exp157DukeaBMTB_filtered_peak_bc_matrix,PoissonVI,DAV,1.85009509636085,3.9412189206792356,medium,extreme-z,rerun
GSE154778_new,scCCVGBen_Transformer,spectral_decay_rate_intrin,0.7750379465931494,3.9504019240331445,medium,extreme-z,rerun
synthetic_200x100,scCCVGBen_GATv2,DAV,1.5317134118401474,3.958487451999335,medium,extreme-z,rerun
GSE154778_new,scCCVGBen_SAGE,spectral_decay_rate_intrin,0.7730024338611551,3.969357030423873,medium,extreme-z,rerun
GSE115571_LPSMmDev,scCCVGBen_SAGE,K_max_tsne,593.0,3.9723593320967736,medium,extreme-z,rerun
GSE115571_LPSMmDev,scVI,participation_ratio_intrin,0.2149490694593968,3.974973654258579,medium,extreme-z,rerun
GSM7062449_D8-2_filtered_peak_bc_matrix,PeakVI,overall_quality_intrin,0.6157741728040863,4.0129977180343515,medium,extreme-z,rerun
GSE208074_new,scCCVGBen_Graph,K_max_tsne,309.0,4.042591430602175,medium,extreme-z,rerun
GSE232938_new,scCCVGBen_GIN,K_max_umap,1082.0,4.066678431323157,medium,extreme-z,rerun
GSE115571_LPSMmDev,FA,participation_ratio_intrin,0.0034786100100558,4.09899870559932,medium,extreme-z,rerun
GSE148215_hESCHSPCD8Hm,scCCVGBen_GIN,CAL,34607.05324125512,4.19471556787857,medium,extreme-z,rerun
GSE154778_new,scCCVGBen_SAGE,anisotropy_score_intrin,0.7119702979027661,4.195006478796684,medium,extreme-z,rerun
lung,DICL,spectral_decay_rate_intrin,0.5737131919988872,4.200209032066341,medium,extreme-z,rerun
setty,ICA,anisotropy_score_intrin,0.0052833119519107,4.202019164393187,medium,extreme-z,rerun
synthetic_200x100,PCA,DAV,2.5131937404607743,4.209948746456709,medium,extreme-z,rerun
GSM7308367_Exp157DukeaBMTB_filtered_peak_bc_matrix,PoissonVI,K_max_umap,651.0,4.212374978696641,medium,extreme-z,rerun
GSE115571_LPSMmDev,scCCVGBen_TAG,DAV,1.5168495928636854,4.242287983942659,medium,extreme-z,rerun
GSE167118_new,scCCVGBen_Graph,noise_resilience_intrin,0.9907703399658204,4.260829823140975,medium,extreme-z,rerun
GSM7062449_D8-2_filtered_peak_bc_matrix,PeakVI,trajectory_directionality_intrin,0.6503746738233801,4.278214291232118,medium,extreme-z,rerun
GSM5975167_scA_101_filtered_peak_bc_matrix,PoissonVI,CAL,14960.62711967435,4.293786466965686,medium,extreme-z,rerun
GSE154778_new,scCCVGBen_Transformer,anisotropy_score_intrin,0.7449901241705904,4.308275909829501,medium,extreme-z,rerun
GSE208074_new,scCCVGBen_Cheb,K_max_tsne,1097.0,4.310372651405322,medium,extreme-z,rerun
GSE273423_new,scCCVGBen_Graph,noise_resilience_intrin,1.0,4.315934973098674,medium,extreme-z,rerun
GSM8852349_MH_13_084_D13_filtered_peak_bc_matrix,PoissonVI,DAV,1.9346280350990592,4.346044033117689,medium,extreme-z,rerun
setty,ICA,participation_ratio_intrin,3.2408467021127763e-09,4.356303131317121,medium,extreme-z,rerun
GSE220840_new,scCCVGBen_Graph,K_max_umap,439.0,4.403745440831615,medium,extreme-z,rerun
GSE115571_LPSMmDev,scVI,trajectory_directionality_intrin,0.2547116933705621,4.4043158859691465,medium,extreme-z,rerun
GSE148215_hESCHSPCD8Hm,ICA,anisotropy_score_intrin,0.0052843375609287,4.440827228160096,medium,extreme-z,rerun
GSE115571_LPSMmDev,scCCVGBen_Transformer,DAV,1.5623865866909823,4.478671772152667,medium,extreme-z,rerun
lung,DICL,overall_quality_intrin,0.5043857555292086,4.521204994838485,medium,extreme-z,rerun
GSM5769453_WT_S_filtered_peak_bc_matrix,PoissonVI,CAL,15674.629027084717,4.541770775044913,medium,extreme-z,rerun
GSE232938_new,scCCVGBen_GIN,CAL,37422.17276968678,4.60181437253556,medium,extreme-z,rerun
lung,DICL,trajectory_directionality_intrin,0.556996871952858,4.645423467344461,medium,extreme-z,rerun
GSE283554_new,scCCVGBen_SAGE,CAL,12999.38162392924,4.64817954089503,medium,extreme-z,rerun
GSE115571_LPSMmDev,scCCVGBen_SSG,K_max_tsne,593.0,4.675383783775605,medium,extreme-z,rerun
hemato,NMF,noise_resilience_intrin,0.2147896289825439,4.730564990800413,medium,extreme-z,rerun
GSE273423_new,scCCVGBen_SuperGAT,K_max_tsne,469.0,4.822823263664045,medium,extreme-z,rerun
GSE115571_LPSMmDev,scCCVGBen_SSG,DAV,1.5162200391464948,4.831250440995898,medium,extreme-z,rerun
ifnHSPC_GSE226824,scCCVGBen_GIN,K_max_tsne,1131.0,4.8318060174421165,medium,extreme-z,rerun
GSE148215_hESCHSPCD8Hm,ICA,spectral_decay_rate_intrin,0.340008920198862,4.832445689280141,medium,extreme-z,rerun
GSE148215_hESCHSPCD8Hm,ICA,noise_resilience_intrin,0.0250025540590286,4.84251275177867,medium,extreme-z,rerun
GSE148215_hESCHSPCD8Hm,scCCVGBen_GIN,K_max_tsne,1139.0,4.86920770194306,medium,extreme-z,rerun
lung,DICL,manifold_dimensionality_intrin,0.6345132642406067,4.8876971522314925,medium,extreme-z,rerun
GSE148215_hESCHSPCD8Hm,ICA,trajectory_directionality_intrin,0.1000161378917167,4.8996969854274735,medium,extreme-z,rerun
GSE148215_hESCHSPCD8Hm,ICA,participation_ratio_intrin,3.822171246170569e-09,5.185968821373704,medium,extreme-z,rerun
lung,DICL,noise_resilience_intrin,0.2342240571975708,5.6480301871069996,medium,extreme-z,rerun
GSE115571_LPSMmDev,scCCVGBen_ARMA,ASW,0.7989636063575745,5.7767700016166845,medium,extreme-z,rerun
GSM7062449_D8-2_filtered_peak_bc_matrix,PeakVI,noise_resilience_intrin,0.4292624950408935,6.50653386739674,medium,extreme-z,rerun
GSE198730_aPSM_scATAC_rep1_filtered_peak_bc_matrix,LSI,noise_resilience_intrin,0.7082015991210937,6.7735518951187945,medium,extreme-z,rerun
GSE222369_NKsLymphomaHmCancer,scCCVGBen_GIN,K_max_umap,2121.0,8.279535906643778,medium,extreme-z,rerun
GSM5769461_Day5_DTR_U_filtered_peak_bc_matrix,PoissonVI,ASW,0.107637525,-2.9912358988719734,low,extreme-z,skip
GSE125449_new,scCCVGBen_TAG,overall_quality_tsne,0.6188076915160458,-2.980180290992481,low,extreme-z,skip
GSE167597_spineMm,scCCVGBen,Q_global_tsne,0.7273181137015334,-2.9794126911054066,low,extreme-z,skip
GSE115571_LPSMmDev,highBeta,spectral_decay_rate_intrin,0.3466117424652044,-2.9784737181140555,low,extreme-z,skip
GSE165844_LSKMmBatch,scCCVGBen_EdgeConv,Q_global_umap,0.78580192632587,-2.9745748819220013,low,extreme-z,skip
GSM8852349_MH_13_084_D13_filtered_peak_bc_matrix,PoissonVI,Q_local_umap,0.3699915900246544,-2.9743322212174466,low,extreme-z,skip
GSE130430_new,scCCVGBen_EdgeConv,spectral_decay_rate_intrin,0.5592720575044844,-2.9728775485000085,low,extreme-z,skip
endo_GSE84133,scCCVGBen_Transformer,distance_correlation_tsne,0.4413433016972189,-2.972735393084811,low,extreme-z,skip
GSM7308367_Exp157DukeaBMTB_filtered_peak_bc_matrix,PoissonVI,anisotropy_score_intrin,0.2290012468931891,-2.9666268469210073,low,extreme-z,skip
GSE189357_new,scCCVGBen_SSG,Q_local_umap,0.5601563032643319,-2.965221605051788,low,extreme-z,skip
GSM7734712_MGH230_filtered_peak_bc_matrix,scCCVGBen,Q_global_tsne,0.7193829586423618,-2.962358224772107,low,extreme-z,skip
GSE220840_new,scCCVGBen_SAGE,Q_local_tsne,0.5501139694902116,-2.9595965414979,low,extreme-z,skip
GSE115571_LPSMmDev,highBeta,participation_ratio_intrin,0.0030758999438724,-2.9554284048553625,low,extreme-z,skip
GSM7308367_Exp157DukeaBMTB_filtered_peak_bc_matrix,PoissonVI,Q_local_umap,0.3725163940334899,-2.9474415112764447,low,extreme-z,skip
GSM7884549_D009_13_lobe_atac_filtered_peak_bc_matrix,scCCVGBen,Q_global_umap,0.7590765925567063,-2.9425111156293857,low,extreme-z,skip
GSE232938_new,scCCVGBen_ARMA,Q_global_umap,0.6367990185557892,-2.9302323244105364,low,extreme-z,skip
GSE125449_new,scCCVGBen_Cheb,Q_global_tsne,0.7554966459680573,-2.9296914963685494,low,extreme-z,skip
GSE115571_LPSMmDev,TC,spectral_decay_rate_intrin,0.3488491188013826,-2.9293197488121945,low,extreme-z,skip
GSM5975166_Arm_d200_filtered_peak_bc_matrix,scCCVGBen,anisotropy_score_intrin,0.2697454095816742,-2.920652007665751,low,extreme-z,skip
GSE167597_spineMm,scCCVGBen,distance_correlation_tsne,0.4651709905543592,-2.919196193039624,low,extreme-z,skip
GSM6071618_filtered_peak_bc_matrix_fl09,LSI,Q_global_tsne,0.6310624825720257,-2.914423223288905,low,extreme-z,skip
synthetic_200x100,scCCVGBen_GATv2,spectral_decay_rate_intrin,0.4724487019666462,-2.9122685558342947,low,extreme-z,skip
GSM6071618_filtered_peak_bc_matrix_fl09,LSI,overall_quality_umap,0.472792451267773,-2.912144837819957,low,extreme-z,skip
GSM8685177_TKC7_filtered_feature_bc_matrix,PoissonVI,manifold_dimensionality_intrin,0.3761567439007997,-2.911731037697562,low,extreme-z,skip
GSE247719_PanSci_T_cell_adata,TC,Q_local_tsne,0.254337037037037,-2.909910070108456,low,extreme-z,skip
GSE130430_new,scCCVGBen_EdgeConv,Q_local_tsne,0.4174619608181014,-2.908395647661158,low,extreme-z,skip
GSE167597_spineMm,scCCVGBen_SG,distance_correlation_umap,0.4858886543622063,-2.9073167075702693,low,extreme-z,skip
GSE130430_new,scCCVGBen_EdgeConv,overall_quality_intrin,0.4257821813593632,-2.896747088624999,low,extreme-z,skip
GSE235787_bcellsALLHmCancer,FA,distance_correlation_umap,0.1177775841191109,-2.895758542689831,low,extreme-z,skip
GSE115571_LPSMmDev,scCCVGBen_EdgeConv,anisotropy_score_intrin,0.5345705081324787,-2.8929817479246864,low,extreme-z,skip
GSE283205_hepatoblastomaCancer,scCCVGBen_Cheb,Q_global_umap,0.7700671366795082,-2.8924342854612797,low,extreme-z,skip
GSM5975166_Arm_d200_filtered_peak_bc_matrix,scCCVGBen,overall_quality_tsne,0.5877387341365324,-2.8913047394195046,low,extreme-z,skip
GSM7062446_Naive_filtered_peak_bc_matrix,scCCVGBen,participation_ratio_intrin,0.551957631254094,-2.883770769962926,low,extreme-z,skip
wtko,highBeta,overall_quality_tsne,0.4071747836266258,-2.8827465308750924,low,extreme-z,skip
GSE283554_new,scCCVGBen_SAGE,overall_quality_tsne,0.6397035583410607,-2.8822579371630503,low,extreme-z,skip
GSM8852349_MH_13_084_D13_filtered_peak_bc_matrix,PoissonVI,anisotropy_score_intrin,0.2389908013826521,-2.8810355499613833,low,extreme-z,skip
GSE132509_acutelymluekPBMCHmCancer,scCCVGBen_TAG,distance_correlation_umap,0.4907880201637087,-2.878840076821118,low,extreme-z,skip
GSE189357_new,scCCVGBen_SAGE,Q_local_tsne,0.5536688180515759,-2.8776149021005644,low,extreme-z,skip
GSE186344_new,scCCVGBen_GCN,distance_correlation_tsne,0.5322634490707934,-2.8772626710517755,low,extreme-z,skip
GSM6071618_filtered_peak_bc_matrix_fl09,LSI,overall_quality_tsne,0.4365885901512875,-2.875883814436803,low,extreme-z,skip
GSE247719_PanSci_T_cell_adata,scVI,overall_quality_tsne,0.4154393331406423,-2.8741768809546167,low,extreme-z,skip
GSE228499_breastHmCancer,scCCVGBen_SAGE,overall_quality_tsne,0.6404887343228838,-2.8647824693836585,low,extreme-z,skip
wtko,highBeta,Q_global_tsne,0.6126343126748166,-2.86429934700733,low,extreme-z,skip
GSM7884549_D009_13_lobe_atac_filtered_peak_bc_matrix,scCCVGBen,distance_correlation_tsne,0.5929782195486322,-2.859497703400432,low,extreme-z,skip
GSE283205_hepatoblastomaCancer,scCCVGBen_GIN,spectral_decay_rate_intrin,0.6641523688732741,-2.8528349564458275,low,extreme-z,skip
GSE130430_new,scCCVGBen_EdgeConv,overall_quality_tsne,0.6158873241903646,-2.8491145841451417,low,extreme-z,skip
bm_GSE120446,scCCVGBen_SG,overall_quality_tsne,0.6342329008087602,-2.8480472309272757,low,extreme-z,skip
GSM8685177_TKC7_filtered_feature_bc_matrix,PoissonVI,participation_ratio_intrin,0.3063011312901584,-2.845257156156573,low,extreme-z,skip
GSE117988_MCCPBMCCancer,scCCVGBen_GATv2,anisotropy_score_intrin,0.3313454573120674,-2.840094751594552,low,extreme-z,skip
GSE154778_new,scCCVGBen_GCN,Q_local_umap,0.5244361128787975,-2.8396620521456284,low,extreme-z,skip
GSM7734291_D2_filtered_peak_bc_matrix,LSI,overall_quality_tsne,0.4392758286347271,-2.838379193372632,low,extreme-z,skip
GSM7734291_D2_filtered_peak_bc_matrix,LSI,Q_global_tsne,0.635187271175857,-2.8338934440923476,low,extreme-z,skip
GSE139555_new,scCCVGBen_GIN,Q_local_tsne,0.2750297627173246,-2.8294858656213724,low,extreme-z,skip
irall,highBeta,manifold_dimensionality_intrin,0.2715223946031138,-2.827433792489864,low,extreme-z,skip
wtko,highBeta,anisotropy_score_intrin,0.0562655970517193,-2.827217039216467,low,extreme-z,skip
GSE130430_new,scCCVGBen_GCN,Q_local_tsne,0.5536926924882668,-2.8264183406196297,low,extreme-z,skip
wtko,highBeta,Q_local_tsne,0.2586319444444444,-2.826304126543237,low,extreme-z,skip
GSM6071618_filtered_peak_bc_matrix_fl09,LSI,distance_correlation_umap,0.4370305835879577,-2.823830456295096,low,extreme-z,skip
GSE167597_spineMm,scCCVGBen,Q_global_umap,0.6957436238391417,-2.818546917775566,low,extreme-z,skip
GSE149655_CAHmCancer,highBeta,manifold_dimensionality_intrin,0.2724916611706549,-2.8182848540816408,low,extreme-z,skip
irall,TC,anisotropy_score_intrin,0.083495379679154,-2.8133877465249353,low,extreme-z,skip
GSE273423_new,scCCVGBen_EdgeConv,Q_global_umap,0.7906815364750835,-2.8116534186157165,low,extreme-z,skip
GSE220840_new,scCCVGBen_GIN,participation_ratio_intrin,0.4227493391058148,-2.8102143219734006,low,extreme-z,skip
GSM5769461_Day5_DTR_U_filtered_peak_bc_matrix,LSI,distance_correlation_umap,0.4391144449697406,-2.8036984866409087,low,extreme-z,skip
GSE115571_LPSMmDev,FA,DAV,0.245592654772264,-2.800531288328038,low,extreme-z,skip
GSE273423_new,scCCVGBen_EdgeConv,overall_quality_intrin,0.4365664731997206,-2.799091955362514,low,extreme-z,skip
GSE220840_new,scCCVGBen_Cheb,overall_quality_intrin,0.2848688758507748,-2.793032782693479,low,extreme-z,skip
GSE155109_bcECHmCancer,scCCVGBen_GIN,distance_correlation_tsne,0.113917800660458,-2.7910919229808053,low,extreme-z,skip
GSE138709_LiverCancer,scCCVGBen_SSG,distance_correlation_umap,0.5489832938509291,-2.788373314319386,low,extreme-z,skip
GSE115571_LPSMmDev,TC,overall_quality_intrin,0.1343077694056889,-2.7862829376610887,low,extreme-z,skip
GSM5975166_Arm_d200_filtered_peak_bc_matrix,scCCVGBen,Q_global_tsne,0.7262261872433898,-2.7830495698359714,low,extreme-z,skip
GSE273423_new,scCCVGBen_ARMA,distance_correlation_tsne,0.3440645741426917,-2.7797343673934494,low,extreme-z,skip
GSE279264_new,scCCVGBen_SG,Q_local_tsne,0.5839687792636779,-2.7787803386128624,low,extreme-z,skip
GSE273423_new,scCCVGBen_Cheb,Q_local_tsne,0.4356877465256786,-2.7777993745012846,low,extreme-z,skip
GSM7062446_Naive_filtered_peak_bc_matrix,scCCVGBen,manifold_dimensionality_intrin,0.5586879480214618,-2.77605968569814,low,extreme-z,skip
GSM8685177_TKC7_filtered_feature_bc_matrix,scCCVGBen,distance_correlation_umap,0.6783249437698906,-2.7690284101657308,low,extreme-z,skip
synthetic_200x100,PCA,spectral_decay_rate_intrin,0.353552389433395,-2.7659345939930566,low,extreme-z,skip
GSE115571_LPSMmDev,highBeta,overall_quality_intrin,0.1296472806726565,-2.765098050584798,low,extreme-z,skip
GSE130646_muscleHm,scCCVGBen_Transformer,overall_quality_tsne,0.6180230384724612,-2.762804821677056,low,extreme-z,skip
GSE117988_MCCPBMCCancer,scCCVGBen_GATv2,participation_ratio_intrin,0.5231524970827962,-2.7625574182068497,low,extreme-z,skip
GSM7734291_D2_filtered_peak_bc_matrix,scCCVGBen,Q_local_tsne,0.3777693602693602,-2.7608332683238435,low,extreme-z,skip
GSE193807_new,scCCVGBen_Cheb,overall_quality_tsne,0.6356427560782636,-2.756518291976805,low,extreme-z,skip
GSM7308367_Exp157DukeaBMTB_filtered_peak_bc_matrix,PoissonVI,Q_global_tsne,0.687441672172911,-2.7510663880555906,low,extreme-z,skip
GSE132509_acutelymluekPBMCHmCancer,scCCVGBen_Transformer,Q_global_umap,0.7338825106111707,-2.7471556210606956,low,extreme-z,skip
GSE186344_new,scCCVGBen_EdgeConv,distance_correlation_umap,0.666210917925502,-2.7471370986945587,low,extreme-z,skip
GSE247719_PanSci_T_cell_adata,scVI,Q_global_tsne,0.6258366589425294,-2.7446889114131756,low,extreme-z,skip
GSE115571_LPSMmDev,highBeta,trajectory_directionality_intrin,0.1093300536941987,-2.742618197455224,low,extreme-z,skip
wtko,highBeta,participation_ratio_intrin,0.0383539454337447,-2.7397895514394657,low,extreme-z,skip
GSE132509_acutelymluekPBMCHmCancer,scCCVGBen_TAG,Q_global_umap,0.7344181814078605,-2.7391125680701744,low,extreme-z,skip
GSM8852349_MH_13_084_D13_filtered_peak_bc_matrix,PoissonVI,Q_global_tsne,0.6880876296488289,-2.7386338477155023,low,extreme-z,skip
wtko,highBeta,Q_local_umap,0.2725720716237628,-2.7342399844069174,low,extreme-z,skip
GSM5769461_Day5_DTR_U_filtered_peak_bc_matrix,LSI,overall_quality_tsne,0.4469655833394017,-2.731056624850132,low,extreme-z,skip
GSM7062446_Naive_filtered_peak_bc_matrix,scCCVGBen,anisotropy_score_intrin,0.285840224201258,-2.7300230547491062,low,extreme-z,skip
GSE132509_acutelymluekPBMCHmCancer,scCCVGBen_SAGE,distance_correlation_umap,0.524758578638411,-2.72539290819876,low,extreme-z,skip
GSE175814_new,scCCVGBen_SG,distance_correlation_umap,0.5052329152733949,-2.722812563546058,low,extreme-z,skip
GSE167597_spineMm,scCCVGBen,overall_quality_umap,0.6014123313480456,-2.7199175259844655,low,extreme-z,skip
irall,highBeta,participation_ratio_intrin,0.0417512984904435,-2.719023057501874,low,extreme-z,skip
GSE225857_liverColonMetasisHmCancer,scCCVGBen_SSG,manifold_dimensionality_intrin,0.5943443189909695,-2.7185389085851375,low,extreme-z,skip
GSE262288_breastMetasisHmCancer,scCCVGBen_GIN,Q_local_umap,0.1876730622983891,-2.713089081725697,low,extreme-z,skip
GSE132509_acutelymluekPBMCHmCancer,scCCVGBen_TAG,overall_quality_umap,0.6365046762388498,-2.7098329689111575,low,extreme-z,skip
GSE283554_new,scCCVGBen_TAG,overall_quality_umap,0.6365316870717049,-2.7093344413822438,low,extreme-z,skip
GSE225857_liverColonMetasisHmCancer,scCCVGBen_SAGE,overall_quality_umap,0.6365232997499131,-2.7069152741591473,low,extreme-z,skip
GSE222369_NKsLymphomaHmCancer,scCCVGBen_ARMA,distance_correlation_tsne,0.3542313077327712,-2.706571206115359,low,extreme-z,skip
GSM5769461_Day5_DTR_U_filtered_peak_bc_matrix,LSI,Q_global_tsne,0.6417981222414644,-2.7048273445302544,low,extreme-z,skip
GSE165844_LSKMmBatch,scCCVGBen_EdgeConv,anisotropy_score_intrin,0.5499009629337138,-2.7026087796713982,low,extreme-z,skip
GSE192857_hESCHmTimes,scCCVGBen_GIN,overall_quality_tsne,0.4436145454362574,-2.7014038132457845,low,extreme-z,skip
GSE115571_LPSMmDev,scCCVGBen_SuperGAT,ASW,0.2080850154161453,-2.69731825896561,low,extreme-z,skip
GSE167597_spineMm,scCCVGBen,distance_correlation_umap,0.4061074261382882,-2.6968865008238585,low,extreme-z,skip
GSE273423_new,scCCVGBen_SuperGAT,ASW,0.2082023471593856,-2.6962167491946043,low,extreme-z,skip
synthetic_200x100,scCCVGBen_GATv2,overall_quality_umap,0.5828624832943903,-2.695912908880563,low,extreme-z,skip
GSM7734291_D2_filtered_peak_bc_matrix,scCCVGBen,overall_quality_tsne,0.5979450884010427,-2.695254763649173,low,extreme-z,skip
irall,highBeta,anisotropy_score_intrin,0.0711636993185389,-2.691588359337962,low,extreme-z,skip
GSE235787_bcellsALLHmCancer,scCCVGBen_TAG,distance_correlation_tsne,0.4905407875801165,-2.690690451855372,low,extreme-z,skip
GSE98638_TcellLiverHmCancer,INFO,Q_local_tsne,0.3027211860319193,-2.686722817700623,low,extreme-z,skip
GSM6071618_filtered_peak_bc_matrix_fl09,scCCVGBen,Q_local_umap,0.4251962033407153,-2.6853039162572476,low,extreme-z,skip
GSE130430_new,scCCVGBen_GCN,manifold_dimensionality_intrin,0.5987537139725178,-2.6845937873994945,low,extreme-z,skip
GSE130430_new,scCCVGBen_EdgeConv,Q_local_umap,0.4562436123149326,-2.682637412806698,low,extreme-z,skip
endo_GSE84133,scCCVGBen_GAT,distance_correlation_tsne,0.4105537317858229,-2.6824130830562085,low,extreme-z,skip
irall,highBeta,Q_local_tsne,0.2752049886621315,-2.6817304164900984,low,extreme-z,skip
GSE273423_new,scCCVGBen_GCN,Q_local_tsne,0.560452941956498,-2.681360320441505,low,extreme-z,skip
GSE198730_naive_ESC_scATAC_rep1_filtered_peak_bc_matrix,PeakVI,distance_correlation_tsne,0.2953505613846023,-2.678270895758861,low,extreme-z,skip
GSE225857_liverColonMetasisHmCancer,scCCVGBen_GCN,distance_correlation_umap,0.5023307499769162,-2.6779671415061586,low,extreme-z,skip
GSE235787_bcellsALLHmCancer,FA,overall_quality_umap,0.4623328620675515,-2.6765025849888473,low,extreme-z,skip
GSE130430_new,scCCVGBen_SuperGAT,spectral_decay_rate_intrin,0.4983500671939018,-2.676087783049309,low,extreme-z,skip
GSE189357_lungAdreHmCancer,scCCVGBen_ARMA,distance_correlation_umap,0.2257078983812703,-2.6752090059666562,low,extreme-z,skip
GSE175814_new,scCCVGBen_SSG,distance_correlation_tsne,0.5224579479208489,-2.6738583746055715,low,extreme-z,skip
GSE255019_hematoMmAged,scCCVGBen_EdgeConv,distance_correlation_tsne,0.5824821096940642,-2.672706559200292,low,extreme-z,skip
GSE192857_hESCHmTimes,scCCVGBen_GAT,distance_correlation_tsne,0.4121029923021477,-2.66860168190441,low,extreme-z,skip
synthetic_200x100,PCA,overall_quality_intrin,0.1421134788015835,-2.667106508259072,low,extreme-z,skip
GSE193807_new,scCCVGBen_GATv2,distance_correlation_umap,0.4053954513074396,-2.6615576776593044,low,extreme-z,skip
GSM8196958_MCF7_2_1_filtered_peak_bc_matrix,scCCVGBen,K_max_umap,28.0,-2.6602375451369933,low,extreme-z,skip
GSE148215_hESCHSPCD8Hm,ICA,K_max_tsne,4.0,-2.6585398243480296,low,extreme-z,skip
irall,highBeta,overall_quality_tsne,0.4280818245304973,-2.657021906807798,low,extreme-z,skip
GSE125449_new,scCCVGBen_Cheb,overall_quality_tsne,0.6400595993028243,-2.654510905922782,low,extreme-z,skip
GSE115571_LPSMmDev,scCCVGBen_TAG,anisotropy_score_intrin,0.3805308831565496,-2.6543076062844,low,extreme-z,skip
GSE164378_new,scCCVGBen_GATv2,distance_correlation_tsne,0.3872329783950675,-2.6533632732225874,low,extreme-z,skip
GSE208074_new,scCCVGBen_GAT,Q_local_tsne,0.5699946367291059,-2.65256044044657,low,extreme-z,skip
GSE220840_new,scCCVGBen_ARMA,participation_ratio_intrin,0.4202045937326161,-2.649455625408251,low,extreme-z,skip
GSM5769461_Day5_DTR_U_filtered_peak_bc_matrix,LSI,overall_quality_umap,0.4902139347113356,-2.6489130588062006,low,extreme-z,skip
GSE273423_new,scCCVGBen_GCN,ASW,0.1679694801568985,-2.6469291286207826,low,extreme-z,skip
GSE125449_new,scCCVGBen_TAG,Q_global_tsne,0.7389289680753014,-2.6451027527081163,low,extreme-z,skip
GSM5769461_Day5_DTR_U_filtered_peak_bc_matrix,PeakVI,distance_correlation_tsne,0.2996539922634413,-2.642999100378408,low,extreme-z,skip
